book,chapter,verse,issue_type,verse_text,confidence
1 Corinthians,1,2,length:abnormally_long,"కొరింథులోనున్న దేవుని సంఘమునకు, అనగా క్రీస్తుయేసునందు పరిశుద్ధపరచబడినవారై పరిశుద",medium
1 Corinthians,1,2,merged_word,ప్రార్థించువారికందరికిని,medium
1 Corinthians,7,11,merged_word,పెండ్లిచేసికొనకుండవలెను,medium
1 Corinthians,7,34,merged_word,పవిత్రురాండ్రయియుండుటకు,medium
1 Corinthians,8,6,length:abnormally_long,"ఆకాశమందైనను భూమిమీదనైనను దేవతలనబడినవి యున్నను, మనకు ఒక్కడే దేవుడున్నాడు. ఆయన తండ",medium
1 Corinthians,9,14,merged_word,ప్రభువునియమించియున్నాడు,medium
1 Corinthians,12,28,length:abnormally_long,"మరియు దేవుడు సంఘములో మొదట కొందరిని అపొస్తలులు గాను, పిమ్మట కొందరిని ప్రవక్తలుగాన",medium
1 Corinthians,14,26,length:abnormally_long,"సహోదరులారా, యిప్పుడు మీలో ఏమి జరుగు చున్నది? మీరు కూడి వచ్చునప్పుడు ఒకడు ఒక కీర్",medium
1 Corinthians,16,5,merged_word,వెళ్లనుద్దేశించుచున్నాను,medium
2 Corinthians,1,3,merged_word,యేసుక్రీస్తుతండ్రియునైన,medium
2 Corinthians,5,11,merged_word,ప్రత్యక్షపరచబడియున్నామని,medium
2 Corinthians,5,13,merged_word,స్వస్థబుద్ధిగలవారమైతిమా,medium
2 Corinthians,6,9,merged_word,తెలియబడనివారమైనట్లుండియు,medium
2 Corinthians,7,11,length:abnormally_long,మీరు దేవుని చిత్త ప్రకారము పొందిన యీ దుఃఖము ఎట్టి జాగ్రతను ఎట్టిదోష నివారణకైన ప్,medium
Galatians,2,14,length:abnormally_long,వారు సువార్త సత్యము చొప్పున క్రమముగా నడుచుకొనకపోవుట నేను చూచినప్పుడు అందరి యెదుట,medium
Galatians,2,15,length:abnormally_long,మనము జన్మమువలన యూదులమే గాని అన్య జనులలో చేరిన పాపులము కాము. మనుష్యుడు యేసు క్రీస,medium
Galatians,2,20,length:abnormally_long,"నేను క్రీస్తుతో కూడ సిలువ వేయబడియున్నాను; ఇకను జీవించువాడను నేను కాను, క్రీస్తే ",medium
Galatians,3,1,merged_word,సిలువవేయబడినవాడైనట్టుగా,medium
Galatians,3,21,merged_word,నీతిధర్మశాస్త్రమూలముగానే,medium
Galatians,5,6,merged_word,యేసుక్రీస్తునందుండువారికి,medium
Ephesians,1,7,merged_word,కృపామహదైశ్వర్యమునుబట్టి,medium
Ephesians,4,13,length:abnormally_long,"పరిశుద్ధులు సంపూర్ణులగునట్లు క్రీస్తు శరీరము క్షేమాభివృద్ధి చెందుటకును, పరిచర్య ",medium
Ephesians,4,14,length:abnormally_long,"అందువలన మనమిక మీదట పసిపిల్లలమై యుండి, మనుష్యుల మాయో పాయములచేత వంచనతోను, తప్పుమార",medium
Ephesians,4,16,length:abnormally_long,"ఆయన శిరస్సయి యున్నాడు, ఆయననుండి సర్వశరీరము చక్కగా అమర్చ బడి, తనలోనున్న ప్రతి అవయ",medium
Ephesians,5,5,merged_word,దేవునియొక్కయురాజ్యమునకు,medium
Philippians,1,17,merged_word,నియమింపబడియున్నాననియెరిగి,medium
Philippians,1,27,length:abnormally_long,"నేను వచ్చి మిమ్మును చూచినను, రాకపోయినను, మీరు ఏ విషయములోను ఎదిరించువారికి బెదరక,",medium
1 Thessalonians,2,13,length:abnormally_long,"ఆ హేతువుచేతను, మీరు దేవుని గూర్చిన వర్తమాన వాక్యము మావలన అంగీకరించినప్పుడు, మనుష",medium
1 Thessalonians,4,10,merged_word,వృద్ధినొందుచుండవలెననియు,medium
2 Thessalonians,2,13,length:abnormally_long,"ప్రభువు వలన ప్రేమింపబడిన సహోదరులారా, ఆత్మ మిమ్మును పరిశుద్ధపరచుటవలనను, మీరు సత్య",medium
2 Timothy,1,10,length:abnormally_long,"క్రీస్తు యేసను మన రక్షకుని ప్రత్యక్షతవలన బయలుపరచబడి నదియునైన తన కృపనుబట్టియు, మన",medium
2 Timothy,1,13,merged_word,క్రీస్తుయేసునందుంచవలసిన,medium
Titus,4,1,structural:missing_verse,,high
Titus,4,2,structural:missing_verse,,high
Titus,4,3,structural:missing_verse,,high
Titus,4,4,structural:missing_verse,,high
Titus,4,5,structural:missing_verse,,high
Titus,4,6,structural:missing_verse,,high
Titus,4,7,structural:missing_verse,,high
Titus,4,8,structural:missing_verse,,high
Titus,4,9,structural:missing_verse,,high
Titus,4,10,structural:missing_verse,,high
Titus,4,11,structural:missing_verse,,high
Titus,4,12,structural:missing_verse,,high
Titus,4,13,structural:missing_verse,,high
Titus,4,14,structural:missing_verse,,high
Titus,4,15,structural:missing_verse,,high
Titus,4,16,structural:missing_verse,,high
Titus,4,17,structural:missing_verse,,high
Titus,4,18,structural:missing_verse,,high
Hebrews,7,2,length:abnormally_long,"ఎవడు కలిసికొని అతనిని ఆశీర్వదించెనో, యెవనికి అబ్రాహాము అన్నిటిలో పదియవవంతు ఇచ్చె",medium
Hebrews,12,2,length:abnormally_long,"మనము కూడ ప్రతిభారమును, సుళువుగా చిక్కులబెట్టు పాపమును విడిచిపెట్టి, విశ్వాసమునకు",medium
James,1,22,merged_word,ప్రవర్తించువారునైయుండుడి,medium
James,4,11,length:abnormally_long,"సహోదరులారా, ఒకనికి విరోధముగా ఒకడు మాట లాడకుడి. తన సహోదరునికి విరోధముగా మాటలాడి త",medium
1 Peter,1,2,length:abnormally_long,"ఆత్మవలని పరిశుద్ధత పొందినవారై విధేయులగుటకును, యేసుక్రీస్తు రక్తమువలన ప్రోక్షింపబ",medium
2 Peter,1,13,merged_word,పెట్టవలసివచ్చుననియెరిగి,medium
1 John,2,14,length:abnormally_long,"చిన్న పిల్లలారా, మీరు తండ్రిని ఎరిగియున్నారు గనుక మీకు వ్రాయుచున్నాను. తండ్రులార",medium
1 John,2,27,length:abnormally_long,అయితే ఆయనవలన మీరు పొందిన అభిషేకము మీలో నిలుచుచున్నది గనుక ఎవడును మీకు బోధింపనక్క,medium
2 John,1,3,merged_word,యేసుక్రీస్తునొద్దనుండియు,medium
Revelation,7,9,length:abnormally_long,"అటు తరువాత నేను చూడగా, ఇదిగో, ప్రతి జనములోనుండియు ప్రతి వంశములోనుండియు ప్రజలలోను",medium
Revelation,17,8,length:abnormally_long,నీవు చూచిన ఆ మృగము ఉండెను గాని యిప్పుడు లేదు; అయితే అది అగాధ జలములోనుండి పైకి వచ,medium
Revelation,18,22,length:abnormally_long,నీ వర్తకులు భూమిమీద గొప్ప ప్రభువులై యుండిరి; జనములన్నియు నీ మాయమంత్రములచేత మోసపో,medium
Revelation,19,18,length:abnormally_long,"అతడు గొప్ప శబ్దముతో ఆర్భటించి–రండి, రాజుల మాంసమును సహస్రాధిపతుల మాంసమును బలిష్ఠు",medium
Revelation,20,4,length:abnormally_long,అంతట సింహాసనములను చూచితిని; వాటిమీద ఆసీనులై యుండువారికి విమర్శచేయుటకు అధికారము ఇ,medium
Revelation,21,5,merged_word,సింహాసనాసీనుడైయున్నవాడు,medium
