Book,Chapter,Verse,Original XML Text,SQLite Text,Reason for Change,Evidence from Official Source
Isaiah,63,14,"ఒక ఆవు ఊరికే పొలంలో నడుస్తూ పడిపోదు. అదేవిధంగా ప్రజలు సముద్రంలోనుండి వెళ్తూ పడిపోలేదు. ఒక విశ్రాంతి స్థలానికి ప్రజలను యెహోవా ఆత్మ నడిపించింది. అంతవరకు ప్రజలు క్షేమంగా ఉన్నారు. యెహోవా, నీవు నీ ప్రజలను నడిపించిన విధం అది. ప్రజలను  నీవు నడిపించావు, నీ నామాన్ని నీవు ఆశ్చర్యకరమైనదిగా చేసుకొన్నావు.","ఒక ఆవు ఊరికే పొలంలో నడుస్తూ పడిపోదు. అదేవిధంగా ప్రజలు సముద్రంలోనుండి వెళ్తూ పడిపోలేదు. ఒక విశ్రాంతి స్థలానికి ప్రజలను యెహోవా ఆత్మ నడిపించింది. అంతవరకు ప్రజలు క్షేమంగా ఉన్నారు. యెహోవా, నీవు నీ ప్రజలను నడిపించిన విధం అది. ప్రజలను నీవు నడిపించావు, నీ నామాన్ని నీవు ఆశ్చర్యకరమైనదిగా చేసుకొన్నావు.",Whitespace normalization,Derived from normalization rule (spacing normalization)
Isaiah,64,11,మా  పవిత్ర ఆలయం అగ్నిచేత కాల్చి వేయబడింది. ఆ ఆలయం మాకు ఎంతో గొప్పది. మా తండ్రులు అక్కడ నిన్ను  ఆరాధించారు. మాకు ఉండిన మంచి వస్తువులన్నీ ఇప్పుడు నాశనం చేయబడ్డాయి.,మా పవిత్ర ఆలయం అగ్నిచేత కాల్చి వేయబడింది. ఆ ఆలయం మాకు ఎంతో గొప్పది. మా తండ్రులు అక్కడ నిన్ను ఆరాధించారు. మాకు ఉండిన మంచి వస్తువులన్నీ ఇప్పుడు నాశనం చేయబడ్డాయి.,Whitespace normalization,Derived from normalization rule (spacing normalization)
Isaiah,65,2,“నాకు విరోధంగా తిరిగిపోయిన వారిని చేర్చుకొనేందుకు నేను  సిద్ధంగా  నిలబడ్డాను. ఆ ప్రజలు నా దగ్గరకు వస్తారని నేను  కనిపెట్టాను. కానీ వారు చెడుమార్గంలోనే జీవించటం కొనసాగించారు. వారి హృదయాలు కోరినవన్నీ వారు చేశారు.,“నాకు విరోధంగా తిరిగిపోయిన వారిని చేర్చుకొనేందుకు నేను సిద్ధంగా నిలబడ్డాను. ఆ ప్రజలు నా దగ్గరకు వస్తారని నేను కనిపెట్టాను. కానీ వారు చెడుమార్గంలోనే జీవించటం కొనసాగించారు. వారి హృదయాలు కోరినవన్నీ వారు చేశారు.,Whitespace normalization,Derived from normalization rule (spacing normalization)
Isaiah,65,3,"ఆ మనుష్యులు  నాకు ఎల్లప్పుడూ కోపం పుట్టిస్తూ, నా యెదుట ఉన్నారు. ఆ ప్రజలు వారి ఉద్యానవనాల్లో బలులు  అర్పిస్తారు. ధూపం వేస్తారు.","ఆ మనుష్యులు నాకు ఎల్లప్పుడూ కోపం పుట్టిస్తూ, నా యెదుట ఉన్నారు. ఆ ప్రజలు వారి ఉద్యానవనాల్లో బలులు అర్పిస్తారు. ధూపం వేస్తారు.",Whitespace normalization,Derived from normalization rule (spacing normalization)
Isaiah,65,4,"ఆ మనుష్యులు సమాధుల్లో కూర్చొంటారు. చనిపోయిన వారి దగ్గర్నుండి సందేశాలకోసం వారు కనిపెడ్తారు. వారు శవాలమధ్య కూడా నివసిస్తారు. వారు పంది మాంసం తింటారు. వారి కత్తులు, గరిటెలు కుళ్లిపోయిన మాంసంతో  మైలపడ్డాయి.","ఆ మనుష్యులు సమాధుల్లో కూర్చొంటారు. చనిపోయిన వారి దగ్గర్నుండి సందేశాలకోసం వారు కనిపెడ్తారు. వారు శవాలమధ్య కూడా నివసిస్తారు. వారు పంది మాంసం తింటారు. వారి కత్తులు, గరిటెలు కుళ్లిపోయిన మాంసంతో మైలపడ్డాయి.",Whitespace normalization,Derived from normalization rule (spacing normalization)
Isaiah,65,7,"“మీ పాపాలు, మీ తండ్రుల పాపాలు అన్నీ ఒకటే.” యెహోవా ఇలా చెప్పాడు, “మీ  తండ్రులు పర్వతాల్లో ధూపం వేసినప్పుడు ఈ పాపాలు చేశారు. ఆ  కొండల మీద వారు నన్ను అవమానించారు. మరియు నేను మొదట వాళ్లను శిక్షించాను. వారు పొందాల్సిన శిక్ష నేను వారికి ఇచ్చాను.”","“మీ పాపాలు, మీ తండ్రుల పాపాలు అన్నీ ఒకటే.” యెహోవా ఇలా చెప్పాడు, “మీ తండ్రులు పర్వతాల్లో ధూపం వేసినప్పుడు ఈ పాపాలు చేశారు. ఆ కొండల మీద వారు నన్ను అవమానించారు. మరియు నేను మొదట వాళ్లను శిక్షించాను. వారు పొందాల్సిన శిక్ష నేను వారికి ఇచ్చాను.”",Whitespace normalization,Derived from normalization rule (spacing normalization)
Isaiah,65,8,"యెహోవా చెబుతున్నాడు: “ద్రాక్షపండ్లలో కొత్తరసం ఉన్నప్పుడు, ప్రజలు ఆ ద్రాక్షరసాన్ని పిండుతారు. కాని ద్రాక్ష పండ్లను మాత్రం వారు పూర్తిగా  నాశనం చేయరు. ఆ ద్రాక్షపండ్లు ఇంకా ఉపయోగపడ్తాయి. కనుక వారు యిలా చేస్తారు. నా సేవకులకు కూడ నేను అలాగే చేస్తాను. నేను వారిని పూర్తిగా నాశనం చేయను.","యెహోవా చెబుతున్నాడు: “ద్రాక్షపండ్లలో కొత్తరసం ఉన్నప్పుడు, ప్రజలు ఆ ద్రాక్షరసాన్ని పిండుతారు. కాని ద్రాక్ష పండ్లను మాత్రం వారు పూర్తిగా నాశనం చేయరు. ఆ ద్రాక్షపండ్లు ఇంకా ఉపయోగపడ్తాయి. కనుక వారు యిలా చేస్తారు. నా సేవకులకు కూడ నేను అలాగే చేస్తాను. నేను వారిని పూర్తిగా నాశనం చేయను.",Whitespace normalization,Derived from normalization rule (spacing normalization)
Isaiah,65,10,అప్పుడు షారోను లోయ గొర్రెలకు పొలం అవుతుంది. ఆకోరు లోయ పశువులు విశ్రాంతి తీసుకొనే చోటు అవుతుంది. ఈ సంగతులన్నీ  నా  ప్రజలకోసం - నా కోసం వెదకే ప్రజలకోసమే.,అప్పుడు షారోను లోయ గొర్రెలకు పొలం అవుతుంది. ఆకోరు లోయ పశువులు విశ్రాంతి తీసుకొనే చోటు అవుతుంది. ఈ సంగతులన్నీ నా ప్రజలకోసం - నా కోసం వెదకే ప్రజలకోసమే.,Whitespace normalization,Derived from normalization rule (spacing normalization)
Isaiah,65,11,"“అయితే యెహోవాను విడిచిపెట్టిన ప్రజలారా, మీరు శిక్షించబడతారు. నా పవిత్ర పర్వతం గూర్చి  మరచిపోయిన ప్రజలు మీరు. మీరు అదృష్టాన్ని ఆరాధించే ప్రజలు  మీరు కర్మ అనే తప్పుడు దేవతమీద ఆధారపడే మనుష్యులు.","“అయితే యెహోవాను విడిచిపెట్టిన ప్రజలారా, మీరు శిక్షించబడతారు. నా పవిత్ర పర్వతం గూర్చి మరచిపోయిన ప్రజలు మీరు. మీరు అదృష్టాన్ని ఆరాధించే ప్రజలు మీరు కర్మ అనే తప్పుడు దేవతమీద ఆధారపడే మనుష్యులు.",Whitespace normalization,Derived from normalization rule (spacing normalization)
Isaiah,65,12,"కానీ మీ భవిష్యత్తును నేను నిర్ణయిస్తాను. మరియు నా ఖడ్గం ప్రయోగించి నేను  మిమ్మల్ని శిక్షిస్తాను. మిమ్మల్ని శిక్షించే ఆయన ఎదుట మీరంతా దీనులుగా ఉంటారు. నేను మిమ్మల్ని పిలిచాను, మీరు నాకు జవాబు ఇవ్వటానికి నిరాకరించారు. నేను మీతో మాట్లాడాను కానీ మీరు వినిపించుకోలేదు. కీడు అని నేను చెప్పిన వాటినే మీరు చేశారు. నాకు ఇష్టం లేని వాటినే చేయాలని మీరు తీర్మానించుకొన్నారు.”","కానీ మీ భవిష్యత్తును నేను నిర్ణయిస్తాను. మరియు నా ఖడ్గం ప్రయోగించి నేను మిమ్మల్ని శిక్షిస్తాను. మిమ్మల్ని శిక్షించే ఆయన ఎదుట మీరంతా దీనులుగా ఉంటారు. నేను మిమ్మల్ని పిలిచాను, మీరు నాకు జవాబు ఇవ్వటానికి నిరాకరించారు. నేను మీతో మాట్లాడాను కానీ మీరు వినిపించుకోలేదు. కీడు అని నేను చెప్పిన వాటినే మీరు చేశారు. నాకు ఇష్టం లేని వాటినే చేయాలని మీరు తీర్మానించుకొన్నారు.”",Whitespace normalization,Derived from normalization rule (spacing normalization)
Isaiah,65,14,నా సేవకుల హృదయాల్లో మంచితనం ఉంటుంది. కనుక వారు సంతోషంగా ఉంటారు. కానీ దుష్ఠులైన మీ హృదయాల్లో బాధ ఉంటుంది  గనుక మీరు ఏడుస్తారు. మీ ఆత్మలు భగ్నమైపోతాయి గనుక మీరు చాలా దుఃఖిస్తారు.,నా సేవకుల హృదయాల్లో మంచితనం ఉంటుంది. కనుక వారు సంతోషంగా ఉంటారు. కానీ దుష్ఠులైన మీ హృదయాల్లో బాధ ఉంటుంది గనుక మీరు ఏడుస్తారు. మీ ఆత్మలు భగ్నమైపోతాయి గనుక మీరు చాలా దుఃఖిస్తారు.,Whitespace normalization,Derived from normalization rule (spacing normalization)
Isaiah,65,16,ఇప్పుడు ప్రజ లు ఆశీర్వదించమని భూమిని వేడుకొంటున్నారు. కానీ భవిష్యత్తులో వారు ఆశీర్వాదాలకోసం నమ్మకమైన దేవుణ్ణి  అడుగుతారు. ఇప్పుడు ప్రజలు ప్రమాణాలు చేసినప్పుడు వారు భూశక్తిని నమ్ముకొంటున్నారు. కానీ భవిష్యత్తులో వారు నమ్మకమైన దేవుణ్ణి నమ్ముకొంటారు. ఎందుకంటే  గతంలోని కష్టాలు మరువబడుతాయి గనుక. ఆ కష్టాలను నాప్రజలు ఇంక ఎన్నటికీ జ్ఞాపకం చేసుకోరు.,ఇప్పుడు ప్రజ లు ఆశీర్వదించమని భూమిని వేడుకొంటున్నారు. కానీ భవిష్యత్తులో వారు ఆశీర్వాదాలకోసం నమ్మకమైన దేవుణ్ణి అడుగుతారు. ఇప్పుడు ప్రజలు ప్రమాణాలు చేసినప్పుడు వారు భూశక్తిని నమ్ముకొంటున్నారు. కానీ భవిష్యత్తులో వారు నమ్మకమైన దేవుణ్ణి నమ్ముకొంటారు. ఎందుకంటే గతంలోని కష్టాలు మరువబడుతాయి గనుక. ఆ కష్టాలను నాప్రజలు ఇంక ఎన్నటికీ జ్ఞాపకం చేసుకోరు.,Whitespace normalization,Derived from normalization rule (spacing normalization)
Isaiah,65,20,"జన్మించి, కొన్నాళ్లు మాత్రమే జీవించే శిసవు అంటూ ఎవ్వరు ఆ పట్టణంలో ఉండరు. కొన్నాళ్లకే ఆయుష్షు తీరిపోయే వ్యక్తులు ఎవ్వరూ ఆ పట్టణంలో  ఉండరు. జన్మించే ప్రతి శిశువు దీర్గకాలం జీవిస్తుంది. వృద్ధులు ప్రతి ఒక్కరూ చాలాకాలం జీవిస్తూనే ఉంటారు. వంద సంవత్సరాలు జీవించిన వ్యక్తి  యువకుడు అని పిలువబడతాడు. (అయితే పాపం చేసినవాడు వంద సంవత్సరాలు బతికినా అన్నీ కష్టాలే.)","జన్మించి, కొన్నాళ్లు మాత్రమే జీవించే శిసవు అంటూ ఎవ్వరు ఆ పట్టణంలో ఉండరు. కొన్నాళ్లకే ఆయుష్షు తీరిపోయే వ్యక్తులు ఎవ్వరూ ఆ పట్టణంలో ఉండరు. జన్మించే ప్రతి శిశువు దీర్గకాలం జీవిస్తుంది. వృద్ధులు ప్రతి ఒక్కరూ చాలాకాలం జీవిస్తూనే ఉంటారు. వంద సంవత్సరాలు జీవించిన వ్యక్తి యువకుడు అని పిలువబడతాడు. (అయితే పాపం చేసినవాడు వంద సంవత్సరాలు బతికినా అన్నీ కష్టాలే.)",Whitespace normalization,Derived from normalization rule (spacing normalization)
Isaiah,65,21,ఆ పట్టణంలో ఒక  వ్యక్తి ఇల్లు కడితే ఆ వ్యక్తి అక్కడ నివసిస్తాడు. ఒక వ్యక్తి గనుక ద్రాక్షతోట నాటతే ఆ వ్యక్తి ఆ తోటలోని ద్రాక్ష పండ్లు తింటాతడు.,ఆ పట్టణంలో ఒక వ్యక్తి ఇల్లు కడితే ఆ వ్యక్తి అక్కడ నివసిస్తాడు. ఒక వ్యక్తి గనుక ద్రాక్షతోట నాటతే ఆ వ్యక్తి ఆ తోటలోని ద్రాక్ష పండ్లు తింటాతడు.,Whitespace normalization,Derived from normalization rule (spacing normalization)
Isaiah,65,23,"ప్రతిఫలం ఏమి లేకుండా ప్రజలు మరల ఎన్నడూ పనిచేయరు. చిన్నతనంలోనే  మరణించే పిల్లల్ని ప్రజలు  మరల ఎన్నడు కనరు. నా ప్రజలంతా యెహోవాచేత ఆశీర్వదించబడతారు. నా ప్రజలు, వారి పిల్లలు ఆశీర్వదించబడుతారు.","ప్రతిఫలం ఏమి లేకుండా ప్రజలు మరల ఎన్నడూ పనిచేయరు. చిన్నతనంలోనే మరణించే పిల్లల్ని ప్రజలు మరల ఎన్నడు కనరు. నా ప్రజలంతా యెహోవాచేత ఆశీర్వదించబడతారు. నా ప్రజలు, వారి పిల్లలు ఆశీర్వదించబడుతారు.",Whitespace normalization,Derived from normalization rule (spacing normalization)
Isaiah,65,25,"తోడేళ్లు, గొర్రెపిల్లలు కలిసి మేతమేస్తాయి. సింహాలు పశువులతో కలిసి మేస్తాయి. నా పవిత్ర పర్వతం మీద నేలపై  పాము ఎవరినీ భయపెట్టదు, బాధించదు.” ఇవన్నీ యెహోవా చెప్పాడు.","తోడేళ్లు, గొర్రెపిల్లలు కలిసి మేతమేస్తాయి. సింహాలు పశువులతో కలిసి మేస్తాయి. నా పవిత్ర పర్వతం మీద నేలపై పాము ఎవరినీ భయపెట్టదు, బాధించదు.” ఇవన్నీ యెహోవా చెప్పాడు.",Whitespace normalization,Derived from normalization rule (spacing normalization)
Isaiah,66,1,"యెహోవా చెబుతోంది ఇదే, “ఆకాశాలు నా సింహాసనం. భూమి నా పాదపీఠం. అందుచేత  నాకు ఒక గృహం నిర్మంచగలం అని మీరనుకొంటున్నారా? లేదు, నిర్మించ లేరు.","యెహోవా చెబుతోంది ఇదే, “ఆకాశాలు నా సింహాసనం. భూమి నా పాదపీఠం. అందుచేత నాకు ఒక గృహం నిర్మంచగలం అని మీరనుకొంటున్నారా? లేదు, నిర్మించ లేరు.",Whitespace normalization,Derived from normalization rule (spacing normalization)
Isaiah,66,2,"నా అంతట నేనే అన్నింటినీ చేశాను. అన్నింటిని నేను చేసాను కనుక అవి అన్నీ ఇక్కడ ఉన్నాయి.” యెహోవా ఈ సంగతులు చెప్పాడు. “నేను ఏ ప్రజల్ని లక్ష్యపెడతాను, నాతో చెప్పండి? పేదప్రజల్ని నేను లక్ష్యపెడతాను. వీరు చాల దుఃఖంలో ఉన్న  ప్రజలు. నా మాటలకు విధేయులయ్యే  వారిని నేను  లక్ష్యపెడతాను","నా అంతట నేనే అన్నింటినీ చేశాను. అన్నింటిని నేను చేసాను కనుక అవి అన్నీ ఇక్కడ ఉన్నాయి.” యెహోవా ఈ సంగతులు చెప్పాడు. “నేను ఏ ప్రజల్ని లక్ష్యపెడతాను, నాతో చెప్పండి? పేదప్రజల్ని నేను లక్ష్యపెడతాను. వీరు చాల దుఃఖంలో ఉన్న ప్రజలు. నా మాటలకు విధేయులయ్యే వారిని నేను లక్ష్యపెడతాను",Whitespace normalization,Derived from normalization rule (spacing normalization)
Isaiah,66,4,"కనుక వారి స్వంత రహస్యాలనే నేను ఉపయోగించాలని నేను నిర్ణయించుకొన్నాను. అంటే, దేనికైతే వారు ఎక్కువగా భయపడతారో వాటినే  ప్రయోగించి వారిని శిక్షించాలని నా ఉద్దేశం. నేను ఆ ప్రజలను పిలిచాను కాని వారు వినిపించుకోలేదు. నేను వారితో మాట్లాడాను కానీ వారు  నా మాట వినలేదు కనుక నేనుకూడా వారికి అదే విధంగా చేస్తాను. నేను కీడు అని చెప్పిన వాటినే ఆ ప్రజలు చేశారు. నాకు ఇష్టంలేని వాటినే వారు జరిగించేందుకు ఎంచుకొన్నారు.”","కనుక వారి స్వంత రహస్యాలనే నేను ఉపయోగించాలని నేను నిర్ణయించుకొన్నాను. అంటే, దేనికైతే వారు ఎక్కువగా భయపడతారో వాటినే ప్రయోగించి వారిని శిక్షించాలని నా ఉద్దేశం. నేను ఆ ప్రజలను పిలిచాను కాని వారు వినిపించుకోలేదు. నేను వారితో మాట్లాడాను కానీ వారు నా మాట వినలేదు కనుక నేనుకూడా వారికి అదే విధంగా చేస్తాను. నేను కీడు అని చెప్పిన వాటినే ఆ ప్రజలు చేశారు. నాకు ఇష్టంలేని వాటినే వారు జరిగించేందుకు ఎంచుకొన్నారు.”",Whitespace normalization,Derived from normalization rule (spacing normalization)
Isaiah,66,5,"యెహోవా ఆజ్ఞలకు విధేయులయ్యే ప్రజలారా, మీరు యెహోవా చెప్పేవాటిని వినాలి. “మీ సోదరులు మిమ్మల్ని ద్వేషించారు. మీరు నన్ను  వెంబడించినందువల్ల వారు మీకు  విరోధంగా  తిరిగారు. యెహోవా ఘనపరచబడినప్పుడు మేము తిరిగి మీ దగ్గరకు వస్తాము. అప్పుడు  మేము మీతోకూడ సంతోషిస్తాం, అని మీ సోదరులు చెప్పారు. ఆ మనుష్యులు శిక్షించబడతారు.”","యెహోవా ఆజ్ఞలకు విధేయులయ్యే ప్రజలారా, మీరు యెహోవా చెప్పేవాటిని వినాలి. “మీ సోదరులు మిమ్మల్ని ద్వేషించారు. మీరు నన్ను వెంబడించినందువల్ల వారు మీకు విరోధంగా తిరిగారు. యెహోవా ఘనపరచబడినప్పుడు మేము తిరిగి మీ దగ్గరకు వస్తాము. అప్పుడు మేము మీతోకూడ సంతోషిస్తాం, అని మీ సోదరులు చెప్పారు. ఆ మనుష్యులు శిక్షించబడతారు.”",Whitespace normalization,Derived from normalization rule (spacing normalization)
Isaiah,66,7,[This verse may not be a part of this translation],ఈ వచనం ఈ అనువాదంలో లేదు,Placeholder standardization for omitted verses,Verified against publisher notation style for non-extant verses
Isaiah,66,8,[This verse may not be a part of this translation],ఈ వచనం ఈ అనువాదంలో లేదు,Placeholder standardization for omitted verses,Verified against publisher notation style for non-extant verses
Isaiah,66,9,"అదే విధంగా ఏదో కొత్తది జన్మించాల్సిన  అవసరం లేకుండా నేను బాధ కలిగించను.” యెహోవా ఇది చెబుతున్నాడు: “నేను నీకు పురిటినొప్పులు రానిచ్చినట్లయితే, అప్పుడు నీ కొత్త దేశం నీకు రాకుండా నేను ఆపుజేయను.” మీ దేవుడే ఇది చెప్పాడు.","అదే విధంగా ఏదో కొత్తది జన్మించాల్సిన అవసరం లేకుండా నేను బాధ కలిగించను.” యెహోవా ఇది చెబుతున్నాడు: “నేను నీకు పురిటినొప్పులు రానిచ్చినట్లయితే, అప్పుడు నీ కొత్త దేశం నీకు రాకుండా నేను ఆపుజేయను.” మీ దేవుడే ఇది చెప్పాడు.",Whitespace normalization,Derived from normalization rule (spacing normalization)
Isaiah,66,12,"యెహోవా చెబుతున్నాడు: “ చూడండి, నేను మీకు శాంతినిస్తాను. ఒక మహానది ప్రవాహంలా ఈ శాంతి  మీ దగ్గరకు ప్రవహించి వస్తుంది. భూమి మీద రాజ్యాలన్నింటిలోని ఐశ్వర్యాలు  అన్నీ మీ వద్దకు ప్రవహిస్తూ వస్తాయి. ఒక వరద ప్రవాహంలా  ఈ ఐశ్వర్యాలు ప్రవహిస్తాయి. మీరు చిన్న పిల్లల్లా ఉంటారు. మీరు పాలు తాగుతారు. మీరు ఎత్తబడి నా కౌగిటిలో ఉంటారు. మీరు నా మోకాళ్లమీద ఊపబడతారు.","యెహోవా చెబుతున్నాడు: “ చూడండి, నేను మీకు శాంతినిస్తాను. ఒక మహానది ప్రవాహంలా ఈ శాంతి మీ దగ్గరకు ప్రవహించి వస్తుంది. భూమి మీద రాజ్యాలన్నింటిలోని ఐశ్వర్యాలు అన్నీ మీ వద్దకు ప్రవహిస్తూ వస్తాయి. ఒక వరద ప్రవాహంలా ఈ ఐశ్వర్యాలు ప్రవహిస్తాయి. మీరు చిన్న పిల్లల్లా ఉంటారు. మీరు పాలు తాగుతారు. మీరు ఎత్తబడి నా కౌగిటిలో ఉంటారు. మీరు నా మోకాళ్లమీద ఊపబడతారు.",Whitespace normalization,Derived from normalization rule (spacing normalization)
Isaiah,66,13,యెరూషలేములో మీరు ఓదార్చబడతారు. ఒక తల్లి తన బిడ్డను  ఓదార్చేలా నేను మిమ్మల్ని ఓదార్చుతాను.,యెరూషలేములో మీరు ఓదార్చబడతారు. ఒక తల్లి తన బిడ్డను ఓదార్చేలా నేను మిమ్మల్ని ఓదార్చుతాను.,Whitespace normalization,Derived from normalization rule (spacing normalization)
Isaiah,66,15,"చూడండి, యెహోవా అగ్నితో వస్తున్నాడు. యెహోవా సైన్యాలు ధూళిమేఘాలతో వస్తున్నాయి. ఆ ప్రజలను యెహోవా తన కోపంతో  శిక్షిస్తాడు. యెహోవా కోపంగా ఉన్నప్పుడు, ఆ ప్రజలను శిక్షించుటకు ఆయన అగ్ని జ్వాలలను ప్రయోగిస్తాడు.","చూడండి, యెహోవా అగ్నితో వస్తున్నాడు. యెహోవా సైన్యాలు ధూళిమేఘాలతో వస్తున్నాయి. ఆ ప్రజలను యెహోవా తన కోపంతో శిక్షిస్తాడు. యెహోవా కోపంగా ఉన్నప్పుడు, ఆ ప్రజలను శిక్షించుటకు ఆయన అగ్ని జ్వాలలను ప్రయోగిస్తాడు.",Whitespace normalization,Derived from normalization rule (spacing normalization)
Isaiah,66,17,"ఆ ప్రజలు వారి ప్రత్యేక తోటలో ఆరాధించుకొనేందుకు, వారిని పవిత్రం చేసుకోవాలని చెప్పి, వారిని వారు కడుగుకొంటారు. ఈ ప్రజలు వారి  తోటల్లోనికి ఒకరిని ఒకరు వెంబడిస్తారు. ఆ తర్వాత వారి విగ్రహాలను వారు పూజిస్తారు. కానీ, యెహోవా ఆ ప్రజలందరిని నాశనం చేస్తాడు. “పందులు,  ఎలుకల మాంసం, ఇతర మైల వస్తువులు  ఆ ప్రజలు తింటారు. అయితే ఆ ప్రజలంతా ఏకంగా నాశనం చేయబడతారు.” (సాక్షాత్తూ యెహోవా ఈ సంగతులు చెప్పాడు.)","ఆ ప్రజలు వారి ప్రత్యేక తోటలో ఆరాధించుకొనేందుకు, వారిని పవిత్రం చేసుకోవాలని చెప్పి, వారిని వారు కడుగుకొంటారు. ఈ ప్రజలు వారి తోటల్లోనికి ఒకరిని ఒకరు వెంబడిస్తారు. ఆ తర్వాత వారి విగ్రహాలను వారు పూజిస్తారు. కానీ, యెహోవా ఆ ప్రజలందరిని నాశనం చేస్తాడు. “పందులు, ఎలుకల మాంసం, ఇతర మైల వస్తువులు ఆ ప్రజలు తింటారు. అయితే ఆ ప్రజలంతా ఏకంగా నాశనం చేయబడతారు.” (సాక్షాత్తూ యెహోవా ఈ సంగతులు చెప్పాడు.)",Whitespace normalization,Derived from normalization rule (spacing normalization)
Isaiah,66,18,"“ ఆ మనుష్యులకు దుష్టతలంపులు ఉన్నాయి, దుష్టకార్యాలు  చేస్తారు. అందుచేత వారిని శిక్షించేందుకు నేను వస్తున్నాను. రాజ్యాలన్నింటిని, ప్రజలందరినీ నేను సమావేశం చేస్తాను. ప్రజలంతా కలిసి వచ్చి నా శక్తిని చూస్తారు.","“ ఆ మనుష్యులకు దుష్టతలంపులు ఉన్నాయి, దుష్టకార్యాలు చేస్తారు. అందుచేత వారిని శిక్షించేందుకు నేను వస్తున్నాను. రాజ్యాలన్నింటిని, ప్రజలందరినీ నేను సమావేశం చేస్తాను. ప్రజలంతా కలిసి వచ్చి నా శక్తిని చూస్తారు.",Whitespace normalization,Derived from normalization rule (spacing normalization)
Isaiah,66,19,"కొంతమంది మనుష్యులకు నేను ఒక గుర్తువేస్తాను - వారిని నేను రక్షిస్తాను. రక్షించబడిన ఆ ప్రజల్లో కొందరిని తర్షీషు, లిబియా, లూద్, (విలుకాండ్ర దేశం), తూబాలు, గ్రీసు, దూరదేశాలు అన్నింటికీ నేను పంపిస్తాను. ఆ ప్రజలు నా ఉపదేశాలు ఎన్నడూ  వినలేదు.  ఆ ప్రజలు నా మహిమను ఎన్నడూ చూడలేదు. అందుచేత రక్షించబడిన ప్రజలు నా మహిమను గూర్చి దేశాలకు చెబుతారు.","కొంతమంది మనుష్యులకు నేను ఒక గుర్తువేస్తాను - వారిని నేను రక్షిస్తాను. రక్షించబడిన ఆ ప్రజల్లో కొందరిని తర్షీషు, లిబియా, లూద్, (విలుకాండ్ర దేశం), తూబాలు, గ్రీసు, దూరదేశాలు అన్నింటికీ నేను పంపిస్తాను. ఆ ప్రజలు నా ఉపదేశాలు ఎన్నడూ వినలేదు. ఆ ప్రజలు నా మహిమను ఎన్నడూ చూడలేదు. అందుచేత రక్షించబడిన ప్రజలు నా మహిమను గూర్చి దేశాలకు చెబుతారు.",Whitespace normalization,Derived from normalization rule (spacing normalization)
Isaiah,66,24,“ఈ ప్రజలు నా పవిత్ర పట్టణంలో ఉంటారు. మరియు పట్టణం బయటకు వెళ్తే నాకు విరోధంగా పాపం చేసిన మనుష్యుల శవాలను వారు చూస్తారు.  ఆ శవాలు పురుగులు  పట్టి ఉంటాయి. ఆ పురుగులు ఎన్నటికి చావవు. అగ్ని జ్వాలలు ఆ శవాలను కాల్చివేస్తాయి మరియు ఆ జ్వాలలు ఎన్నటికీ ఆరిపోవు.”,“ఈ ప్రజలు నా పవిత్ర పట్టణంలో ఉంటారు. మరియు పట్టణం బయటకు వెళ్తే నాకు విరోధంగా పాపం చేసిన మనుష్యుల శవాలను వారు చూస్తారు. ఆ శవాలు పురుగులు పట్టి ఉంటాయి. ఆ పురుగులు ఎన్నటికి చావవు. అగ్ని జ్వాలలు ఆ శవాలను కాల్చివేస్తాయి మరియు ఆ జ్వాలలు ఎన్నటికీ ఆరిపోవు.”,Whitespace normalization,Derived from normalization rule (spacing normalization)
Jeremiah,2,2,"“యిర్మీయా, నీవు వెళ్లి యెరూషలేము ప్రజలతో మాట్లాడుము. నీవు ఇలా చెప్పాలి: “‘నీవొక చిన్న రాజ్యంగా ఉన్నప్పుడు నీవు నాకు విశ్వాసంగా ఉన్నావు.  ఒక యౌవ్వన వధువులా నీవు నన్ననుసరించావు. ఎడారులలోను, సాగుచేయని బీడు భూములలోను నీవు నన్ను అనుసరించావు.","“యిర్మీయా, నీవు వెళ్లి యెరూషలేము ప్రజలతో మాట్లాడుము. నీవు ఇలా చెప్పాలి: “‘నీవొక చిన్న రాజ్యంగా ఉన్నప్పుడు నీవు నాకు విశ్వాసంగా ఉన్నావు. ఒక యౌవ్వన వధువులా నీవు నన్ననుసరించావు. ఎడారులలోను, సాగుచేయని బీడు భూములలోను నీవు నన్ను అనుసరించావు.",Whitespace normalization,Derived from normalization rule (spacing normalization)
